datetime,tempmax,tempmin,temp_avg,humidity,rainfall,wind_speed,pressure,cloudcover,dew,year,month,day,day_of_the_year,week_of_the_year,day_of_week,Season,rainfall_7day_avg,temp_avg_7day,humidity_7day_avg,rainfall_cumsum_30day,rainfall_lag_1,rainfall_lag_7,temp_avg_lag_1,temp_range,gdd_base10,gdd_cumsum,is_rainy_day,is_heavy_rain,is_hot_day,humidity_high,humidity_very_high,cloud_cover_high,humid_and_cloudy,rain_likely,has_rain,has_partly_cloudy,has_overcast,has_clear
2018-07-16,28.0,23.6,25.0,91.2,3.6,22.3,1014.4,89.0,23.4,2018,7,16,197,29,0,rainy_season,12.785714285714286,25.185714285714287,90.29999999999998,463.40000000000003,3.3,5.6,25.4,4.399999999999999,15.8,28780.249999999985,1,0,0,1,1,1,1,1,1,1,0,0
2018-07-17,29.0,23.1,25.2,91.4,2.2,14.8,1014.2,90.5,23.7,2018,7,17,198,29,1,rainy_season,12.671428571428569,25.24285714285714,90.24285714285715,465.40000000000003,3.6,3.0,25.0,5.899999999999999,16.05,28796.299999999985,1,0,0,1,1,1,1,1,1,0,1,0
2018-07-18,29.5,23.1,25.0,92.4,0.8,20.5,1014.5,90.3,23.6,2018,7,18,199,29,2,rainy_season,12.728571428571428,25.12857142857143,90.95714285714287,399.20000000000005,2.2,0.4,25.2,6.399999999999999,16.3,28812.599999999984,0,0,0,1,1,1,1,1,1,0,1,0
2018-07-19,28.1,22.5,25.0,90.8,2.3,11.2,1013.9,88.6,23.4,2018,7,19,200,29,3,rainy_season,12.314285714285713,25.085714285714285,90.84285714285714,395.5,0.8,5.2,25.0,5.600000000000001,15.3,28827.899999999983,1,0,0,1,1,1,1,1,1,1,0,0
2018-07-20,28.1,23.1,25.2,90.8,3.0,22.3,1012.9,90.3,23.6,2018,7,20,201,29,4,rainy_season,4.742857142857141,25.17142857142857,90.54285714285716,317.5,2.3,56.0,25.0,5.0,15.600000000000001,28843.49999999998,1,0,0,1,1,1,1,0,1,0,1,0
2018-07-21,29.2,23.1,25.6,88.5,4.6,18.4,1013.4,89.3,23.4,2018,7,21,202,29,5,rainy_season,2.8285714285714265,25.199999999999996,90.42857142857143,320.2,3.0,18.0,25.2,6.099999999999998,16.15,28859.649999999983,1,0,0,1,1,1,1,0,1,1,0,0
2018-07-22,30.0,23.4,26.3,88.6,0.1,11.2,1013.0,82.9,24.2,2018,7,22,203,29,6,rainy_season,2.371428571428569,25.32857142857143,90.52857142857144,320.1,4.6,3.3,25.6,6.600000000000001,16.7,28876.349999999984,0,0,0,1,1,1,1,0,1,1,0,0
2018-07-23,30.1,23.9,26.0,91.2,5.6,18.4,1013.0,83.8,24.4,2018,7,23,204,30,0,rainy_season,2.657142857142855,25.47142857142857,90.52857142857142,320.7,0.1,3.6,26.3,6.200000000000003,17.0,28893.349999999984,1,0,0,1,1,1,1,0,1,1,0,0
2018-07-24,28.0,23.2,24.6,95.8,20.0,11.2,1013.9,85.3,23.9,2018,7,24,205,30,1,rainy_season,5.1999999999999975,25.385714285714283,91.15714285714284,326.7,5.6,2.2,26.0,4.800000000000001,15.600000000000001,28908.949999999983,1,1,0,1,1,1,1,1,1,1,0,0
2018-07-25,27.1,23.1,24.5,96.2,13.0,14.8,1013.4,89.5,23.8,2018,7,25,206,30,2,rainy_season,6.942857142857141,25.314285714285713,91.7,339.6,20.0,0.8,24.6,4.0,15.100000000000001,28924.04999999998,1,1,0,1,1,1,1,1,1,1,0,0
2018-07-26,26.1,23.0,24.2,95.6,116.0,18.4,1015.2,92.8,23.5,2018,7,26,207,30,3,rainy_season,23.185714285714283,25.2,92.38571428571429,427.6,13.0,2.3,24.5,3.1000000000000014,14.55,28938.59999999998,1,1,0,1,1,1,1,1,1,0,1,0
2018-07-27,27.1,22.0,24.6,93.8,0.6,9.4,1015.1,90.8,23.5,2018,7,27,208,30,4,rainy_season,22.842857142857138,25.114285714285717,92.8142857142857,354.0,116.0,3.0,24.2,5.100000000000001,14.55,28953.14999999998,0,0,0,1,1,1,1,1,1,0,1,0
2018-07-28,28.3,22.7,24.7,93.2,0.1,14.8,1014.6,80.1,23.5,2018,7,28,209,30,5,rainy_season,22.199999999999996,24.985714285714284,93.48571428571428,334.09999999999997,0.6,4.6,24.6,5.600000000000001,15.5,28968.64999999998,0,0,0,1,1,1,1,1,1,1,0,0
2018-07-29,26.6,22.7,24.0,94.7,36.8,24.1,1014.6,90.9,23.0,2018,7,29,210,30,6,rainy_season,27.442857142857143,24.657142857142855,94.35714285714286,356.9,0.1,0.1,24.7,3.900000000000002,14.649999999999999,28983.29999999998,1,1,0,1,1,1,1,1,1,0,1,0
2018-07-30,29.6,22.3,25.6,80.7,0.0,11.2,1014.5,94.0,21.7,2018,7,30,211,31,0,rainy_season,26.64285714285714,24.6,92.85714285714286,347.9,36.8,5.6,24.0,7.300000000000001,15.950000000000003,28999.24999999998,0,0,0,1,0,1,1,0,0,0,1,0
2018-07-31,28.2,21.7,24.8,81.6,0.0,9.4,1014.6,65.0,21.2,2018,7,31,212,31,1,rainy_season,23.785714285714285,24.62857142857143,90.82857142857144,329.9,0.0,20.0,25.6,6.5,14.95,29014.199999999983,0,0,0,1,0,0,0,0,0,1,0,0
2018-08-01,30.0,20.0,24.9,84.1,0.0,18.4,1013.6,77.0,21.9,2018,8,1,213,31,2,rainy_season,21.928571428571427,24.685714285714287,89.10000000000001,327.4,0.0,13.0,24.8,10.0,15.0,29029.199999999983,0,0,0,1,0,1,1,0,0,1,0,0
2018-08-02,30.0,23.0,26.2,82.7,0.0,27.7,1013.3,78.9,22.8,2018,8,2,214,31,3,rainy_season,5.357142857142855,24.971428571428568,87.25714285714285,323.7,0.0,116.0,24.9,7.0,16.5,29045.699999999983,0,0,0,1,0,1,1,0,0,1,0,0
2018-08-03,32.0,22.0,26.4,80.9,0.0,18.4,1013.6,64.2,22.6,2018,8,3,215,31,4,rainy_season,5.27142857142857,25.228571428571428,85.41428571428573,322.4,0.0,0.6,26.2,10.0,17.0,29062.699999999983,0,0,0,1,0,0,0,0,0,1,0,0
2018-08-04,29.2,23.0,25.8,82.8,0.0,14.8,1014.5,65.8,22.5,2018,8,4,216,31,5,rainy_season,5.2571428571428545,25.38571428571429,83.92857142857143,311.4,0.0,0.1,26.4,6.199999999999999,16.1,29078.79999999998,0,0,0,1,0,0,0,0,0,1,0,0
2018-08-05,28.0,23.7,24.8,89.7,0.2,20.5,1014.5,82.8,23.0,2018,8,5,217,31,6,rainy_season,0.028571428571426544,25.5,83.21428571428571,311.4,0.0,36.8,25.8,4.300000000000001,15.850000000000001,29094.64999999998,0,0,0,1,1,1,1,0,1,1,0,0
2018-08-06,28.0,22.6,25.3,83.9,0.0,14.8,1015.0,83.4,22.2,2018,8,6,218,32,0,rainy_season,0.028571428571426544,25.457142857142856,83.67142857142858,302.4,0.2,0.0,24.8,5.399999999999999,15.3,29109.94999999998,0,0,0,1,0,1,1,0,0,1,0,0
2018-08-07,30.0,22.0,25.0,88.2,2.5,18.4,1014.7,77.9,22.8,2018,8,7,219,32,1,rainy_season,0.38571428571428373,25.485714285714288,84.61428571428571,302.9,0.0,0.0,25.3,8.0,16.0,29125.94999999998,1,0,0,1,1,1,1,0,1,1,0,0
2018-08-08,30.9,21.9,25.4,88.7,16.0,22.3,1014.1,83.4,23.2,2018,8,8,220,32,2,rainy_season,2.6714285714285695,25.557142857142857,85.27142857142859,313.29999999999995,2.5,0.0,25.0,9.0,16.4,29142.34999999998,1,1,0,1,1,1,1,0,1,1,0,0
2018-08-09,27.6,23.0,24.5,93.4,48.0,9.4,1014.0,89.7,23.3,2018,8,9,221,32,3,rainy_season,9.528571428571427,25.314285714285717,86.8,358.29999999999995,16.0,0.0,25.4,4.600000000000001,15.3,29157.64999999998,1,1,0,1,1,1,1,1,1,1,0,0
2018-08-10,30.0,23.0,24.9,91.5,8.0,18.4,1014.5,89.3,23.3,2018,8,10,222,32,4,rainy_season,10.671428571428569,25.099999999999998,88.31428571428572,365.9,48.0,0.0,24.5,7.0,16.5,29174.14999999998,1,0,0,1,1,1,1,1,1,1,0,0
2018-08-11,31.7,23.0,25.9,87.4,0.2,14.8,1014.0,83.8,23.4,2018,8,11,223,32,5,rainy_season,10.7,25.11428571428571,88.97142857142858,360.9,8.0,0.0,24.9,8.7,17.35,29191.499999999978,0,0,0,1,1,1,1,1,1,1,0,0
2018-08-12,26.0,22.0,24.1,92.4,3.0,16.6,1014.3,75.4,22.7,2018,8,12,224,32,6,rainy_season,11.099999999999998,25.014285714285716,89.35714285714286,307.9,0.2,0.2,25.9,4.0,14.0,29205.499999999978,1,0,0,1,1,1,1,1,1,1,0,0
2018-08-13,30.0,22.0,25.1,88.8,3.0,18.4,1013.6,81.2,22.9,2018,8,13,225,33,0,rainy_season,11.528571428571427,24.985714285714288,90.05714285714286,292.9,3.0,0.0,24.1,8.0,16.0,29221.499999999978,1,0,0,1,1,1,1,1,1,1,0,0
2018-08-14,31.1,22.0,26.1,85.3,0.0,18.4,1013.9,85.1,23.3,2018,8,14,226,33,1,rainy_season,11.171428571428569,25.142857142857142,89.64285714285714,289.59999999999997,3.0,2.5,25.1,9.100000000000001,16.55,29238.049999999977,0,0,0,1,1,1,1,1,0,1,0,0
2018-08-15,31.0,22.3,26.1,86.2,0.0,13.0,1014.4,79.3,23.4,2018,8,15,227,33,2,rainy_season,8.885714285714284,25.24285714285714,89.28571428571429,285.99999999999994,0.0,16.0,26.1,8.7,16.65,29254.69999999998,0,0,0,1,1,1,1,1,0,1,0,0
2018-08-16,29.2,23.0,25.0,91.8,9.0,11.2,1015.1,84.6,23.5,2018,8,16,228,33,3,rainy_season,3.3142857142857123,25.314285714285713,89.05714285714285,292.79999999999995,0.0,48.0,26.1,6.199999999999999,16.1,29270.799999999977,1,0,0,1,1,1,1,0,1,1,0,0
2018-08-17,31.1,22.0,25.3,88.1,0.6,18.4,1013.9,90.9,23.0,2018,8,17,229,33,4,rainy_season,2.257142857142855,25.371428571428574,88.57142857142857,292.59999999999997,9.0,8.0,25.0,9.100000000000001,16.55,29287.349999999977,0,0,0,1,1,1,1,0,1,0,1,0
2018-08-18,28.1,23.2,25.1,90.7,6.0,18.4,1012.9,90.4,23.4,2018,8,18,230,33,5,rainy_season,3.085714285714284,25.25714285714286,89.04285714285713,296.3,0.6,0.2,25.3,4.900000000000002,15.649999999999999,29302.999999999978,1,0,0,1,1,1,1,0,1,0,1,0
2018-08-19,30.0,22.5,24.4,94.2,17.0,18.4,1013.8,89.8,23.3,2018,8,19,231,33,6,rainy_season,5.085714285714284,25.3,89.3,310.3,6.0,3.0,25.1,7.5,16.25,29319.249999999978,1,1,0,1,1,1,1,1,1,1,0,0
2018-08-20,29.1,22.0,24.5,93.6,16.0,24.1,1013.4,89.3,23.3,2018,8,20,232,34,0,rainy_season,6.942857142857141,25.214285714285715,89.98571428571428,321.7,17.0,3.0,24.4,7.100000000000001,15.55,29334.799999999977,1,1,0,1,1,1,1,1,1,1,0,0
2018-08-21,26.1,22.7,24.0,95.6,20.0,18.4,1013.4,91.5,23.2,2018,8,21,233,34,1,rainy_season,9.799999999999999,24.914285714285715,91.45714285714287,341.59999999999997,16.0,0.0,24.5,3.400000000000002,14.399999999999999,29349.19999999998,1,1,0,1,1,1,1,1,1,0,1,0
2018-08-22,26.7,22.7,24.3,93.3,4.0,20.5,1014.2,91.7,23.1,2018,8,22,234,34,2,rainy_season,10.37142857142857,24.657142857142862,92.47142857142856,340.0,20.0,0.0,24.0,4.0,14.7,29363.89999999998,1,0,0,1,1,1,1,1,1,0,1,0
2018-08-23,29.0,22.0,24.7,92.3,0.0,25.9,1013.1,89.4,23.3,2018,8,23,235,34,3,rainy_season,9.085714285714284,24.614285714285717,92.54285714285713,320.0,4.0,9.0,24.3,7.0,15.5,29379.39999999998,0,0,0,1,1,1,1,1,0,1,0,0
2018-08-24,28.0,23.0,24.6,92.5,22.0,25.9,1012.5,89.3,23.2,2018,8,24,236,34,4,rainy_season,12.14285714285714,24.514285714285712,93.17142857142856,329.0,0.0,0.6,24.7,5.0,15.5,29394.89999999998,1,1,0,1,1,1,1,1,1,1,0,0
2018-08-25,30.0,23.0,26.1,83.4,0.0,18.4,1013.2,77.1,22.9,2018,8,25,237,34,5,rainy_season,11.285714285714283,24.657142857142855,92.12857142857145,213.0,22.0,6.0,24.6,7.0,16.5,29411.39999999998,0,0,0,1,0,1,1,0,0,1,0,0
2018-08-26,30.0,21.0,26.2,81.7,0.0,9.4,1014.0,67.9,22.6,2018,8,26,238,34,6,rainy_season,8.857142857142856,24.914285714285715,90.34285714285714,212.4,0.0,17.0,26.1,9.0,15.5,29426.89999999998,0,0,0,1,0,0,0,0,0,1,0,0
2018-08-27,30.3,23.0,26.8,82.7,0.3,13.0,1013.3,73.6,23.5,2018,8,27,239,35,0,rainy_season,6.614285714285712,25.24285714285714,88.78571428571429,212.60000000000002,0.0,16.0,26.2,7.300000000000001,16.65,29443.54999999998,0,0,0,1,0,1,1,0,1,1,0,0
2018-08-28,31.0,23.0,26.5,85.5,0.2,16.6,1012.4,77.3,23.8,2018,8,28,240,35,1,rainy_season,3.785714285714284,25.599999999999998,87.34285714285716,176.0,0.3,20.0,26.8,8.0,17.0,29460.54999999998,0,0,0,1,1,1,1,0,1,1,0,0
2018-08-29,29.0,23.0,25.0,92.9,71.0,14.8,1012.2,89.8,23.7,2018,8,29,241,35,2,rainy_season,13.357142857142856,25.699999999999996,87.28571428571429,247.0,0.2,4.0,26.5,6.0,16.0,29476.54999999998,1,1,0,1,1,1,1,1,1,1,0,0
2018-08-30,27.1,22.9,24.5,93.9,6.0,22.3,1011.4,88.3,23.5,2018,8,30,242,35,3,rainy_season,14.214285714285712,25.67142857142857,87.51428571428572,253.0,71.0,0.0,25.0,4.200000000000003,15.0,29491.54999999998,1,0,0,1,1,1,1,1,1,1,0,0
2018-08-31,28.0,22.0,24.3,93.0,5.2,18.4,1011.3,86.9,23.1,2018,8,31,243,35,4,rainy_season,11.814285714285713,25.62857142857143,87.58571428571429,258.2,6.0,22.0,24.5,6.0,15.0,29506.54999999998,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-01,29.0,22.7,24.5,93.6,7.2,11.2,1012.7,90.7,23.3,2018,9,1,244,35,5,rainy_season,12.842857142857142,25.400000000000002,89.04285714285716,265.4,5.2,0.0,24.3,6.300000000000001,15.850000000000001,29522.39999999998,1,0,0,1,1,1,1,1,1,0,1,0
2018-09-02,28.0,22.0,24.8,92.9,34.0,14.8,1012.3,89.5,23.6,2018,9,2,245,35,6,rainy_season,17.699999999999996,25.2,90.64285714285714,299.4,7.2,0.0,24.5,6.0,15.0,29537.39999999998,1,1,0,1,1,1,1,1,1,1,0,0
2018-09-03,32.0,22.0,25.8,87.6,0.1,18.4,1010.7,89.9,23.3,2018,9,3,246,36,0,rainy_season,17.67142857142857,25.057142857142857,91.34285714285714,299.5,34.0,0.3,24.8,10.0,17.0,29554.39999999998,0,0,0,1,1,1,1,1,1,1,0,0
2018-09-04,30.0,22.0,25.9,88.0,8.0,22.3,1011.4,89.4,23.6,2018,9,4,247,36,1,rainy_season,18.78571428571428,24.97142857142857,91.7,307.3,0.1,0.2,25.8,8.0,16.0,29570.39999999998,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-05,28.0,23.5,25.0,92.7,2.2,13.0,1012.3,87.0,23.7,2018,9,5,248,36,2,rainy_season,8.957142857142854,24.97142857142857,91.67142857142858,309.5,8.0,71.0,25.9,4.5,15.75,29586.14999999998,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-06,26.0,22.4,23.8,96.3,56.0,22.3,1012.2,93.4,23.2,2018,9,6,249,36,3,rainy_season,16.099999999999998,24.871428571428574,92.01428571428572,363.0,2.2,6.0,25.0,3.6000000000000014,14.2,29600.34999999998,1,1,0,1,1,1,1,1,1,0,1,0
2018-09-07,27.0,22.6,24.2,93.5,28.0,27.7,1011.4,93.2,23.1,2018,9,7,250,36,4,rainy_season,19.357142857142854,24.857142857142858,92.08571428571429,375.0,56.0,5.2,23.8,4.399999999999999,14.8,29615.14999999998,1,1,0,1,1,1,1,1,1,0,1,0
2018-09-08,30.0,23.0,25.3,90.8,23.2,19.3,1012.2,89.1,23.6,2018,9,8,251,36,5,rainy_season,21.642857142857142,24.97142857142857,91.68571428571428,350.2,28.0,7.2,24.2,7.0,16.5,29631.64999999998,1,1,0,1,1,1,1,1,1,1,0,0
2018-09-09,26.3,23.0,24.3,94.5,0.6,14.8,1012.9,90.2,23.3,2018,9,9,252,36,6,rainy_season,16.87142857142857,24.9,91.91428571428571,342.8,23.2,34.0,25.3,3.3000000000000007,14.649999999999999,29646.29999999998,0,0,0,1,1,1,1,1,1,0,1,0
2018-09-10,29.0,22.6,24.8,91.5,9.0,18.4,1013.4,91.9,23.2,2018,9,10,253,37,0,rainy_season,18.142857142857142,24.75714285714286,92.47142857142856,351.6,0.6,0.1,24.3,6.399999999999999,15.8,29662.09999999998,1,0,0,1,1,1,1,1,1,0,1,0
2018-09-11,30.1,22.7,26.0,86.1,2.0,11.2,1013.3,91.7,23.3,2018,9,11,254,37,1,rainy_season,17.285714285714285,24.771428571428572,92.2,350.6,9.0,8.0,24.8,7.400000000000002,16.4,29678.49999999998,1,0,0,1,1,1,1,1,1,0,1,0
2018-09-12,30.0,23.9,26.4,88.9,3.0,18.4,1012.9,81.4,24.3,2018,9,12,255,37,2,rainy_season,17.4,24.97142857142857,91.65714285714284,350.6,2.0,2.2,26.0,6.100000000000001,16.95,29695.449999999983,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-13,26.7,20.0,24.0,94.0,80.0,20.5,1012.3,88.0,22.9,2018,9,13,256,37,3,rainy_season,20.828571428571426,25.0,91.32857142857142,430.6,3.0,56.0,26.4,6.699999999999999,13.350000000000001,29708.79999999998,1,1,0,1,1,1,1,1,1,1,0,0
2018-09-14,31.0,22.3,25.9,86.1,0.3,11.2,1011.9,77.1,23.2,2018,9,14,257,37,4,rainy_season,16.87142857142857,25.24285714285714,90.27142857142857,430.90000000000003,80.0,28.0,24.0,8.7,16.65,29725.449999999983,0,0,0,1,1,1,1,1,1,1,0,0
2018-09-15,30.9,23.1,25.6,90.5,0.9,18.4,1012.5,88.2,23.8,2018,9,15,258,37,5,rainy_season,13.685714285714285,25.285714285714285,90.22857142857143,422.8,0.3,23.2,25.9,7.799999999999997,17.0,29742.449999999983,0,0,0,1,1,1,1,1,1,1,0,0
2018-09-16,32.1,22.3,26.5,85.8,0.2,14.8,1012.5,88.0,23.7,2018,9,16,259,37,6,rainy_season,13.628571428571428,25.6,88.9857142857143,422.4,0.9,0.6,25.6,9.8,17.200000000000003,29759.649999999983,0,0,0,1,1,1,1,1,1,1,0,0
2018-09-17,33.0,24.0,27.5,83.6,0.3,20.5,1011.1,85.0,24.3,2018,9,17,260,38,0,rainy_season,12.385714285714284,25.985714285714288,87.85714285714286,416.7,0.2,9.0,26.5,9.0,18.5,29778.149999999983,0,0,0,1,0,1,1,0,1,1,0,0
2018-09-18,32.0,24.0,26.5,87.1,0.2,22.3,1011.3,89.0,24.0,2018,9,18,261,38,1,rainy_season,12.128571428571428,26.057142857142857,88.0,399.9,0.3,2.0,27.5,8.0,18.0,29796.149999999983,0,0,0,1,1,1,1,1,1,1,0,0
2018-09-19,30.0,23.3,26.3,88.5,1.4,9.7,1011.3,86.7,24.1,2018,9,19,262,38,2,rainy_season,11.899999999999997,26.04285714285714,87.94285714285715,385.3,0.2,3.0,26.5,6.699999999999999,16.65,29812.799999999985,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-20,32.5,23.5,26.8,85.6,2.8,16.6,1010.4,83.7,24.1,2018,9,20,263,38,3,rainy_season,0.8714285714285693,26.442857142857143,86.74285714285715,368.1,1.4,80.0,26.3,9.0,18.0,29830.799999999985,1,0,0,1,1,1,1,0,1,1,0,0
2018-09-21,29.0,22.0,25.1,90.2,64.0,18.4,1010.4,94.2,23.4,2018,9,21,264,38,4,rainy_season,9.97142857142857,26.32857142857143,87.32857142857142,428.1,2.8,0.3,26.8,7.0,15.5,29846.299999999985,1,1,0,1,1,1,1,1,1,0,1,0
2018-09-22,30.7,22.0,25.2,89.7,0.9,11.2,1010.8,78.8,23.2,2018,9,22,265,38,5,rainy_season,9.97142857142857,26.27142857142857,87.21428571428571,429.0,64.0,0.9,25.1,8.7,16.35,29862.649999999983,0,0,0,1,1,1,1,1,1,1,0,0
2018-09-23,29.9,22.6,25.5,86.7,9.0,11.2,1011.6,88.9,23.0,2018,9,23,266,38,6,rainy_season,11.228571428571428,26.128571428571426,87.34285714285716,416.0,0.9,0.2,25.2,7.299999999999997,16.25,29878.899999999983,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-24,32.0,23.2,26.1,87.1,6.0,14.8,1011.2,81.3,23.6,2018,9,24,267,39,0,rainy_season,12.042857142857141,25.928571428571427,87.84285714285714,422.0,9.0,0.3,25.5,8.8,17.6,29896.49999999998,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-25,30.0,23.2,25.2,93.5,50.0,11.2,1011.6,94.5,24.0,2018,9,25,268,39,1,rainy_season,19.157142857142855,25.74285714285714,88.75714285714285,472.0,6.0,0.2,26.1,6.800000000000001,16.6,29913.09999999998,1,1,0,1,1,1,1,1,1,0,1,0
2018-09-26,31.0,22.6,25.4,92.2,8.0,11.2,1011.4,93.5,23.9,2018,9,26,269,39,2,rainy_season,20.099999999999998,25.614285714285717,89.28571428571429,479.7,50.0,1.4,25.2,8.399999999999999,16.8,29929.89999999998,1,0,0,1,1,1,1,1,1,0,1,0
2018-09-27,31.8,23.4,26.0,88.7,9.1,12.2,1011.0,85.8,23.8,2018,9,27,270,39,3,rainy_season,20.999999999999996,25.5,89.72857142857143,488.6,8.0,2.8,25.4,8.400000000000002,17.6,29947.499999999978,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-28,30.0,23.0,24.9,91.1,7.2,25.9,1011.3,84.9,23.3,2018,9,28,271,39,4,rainy_season,12.885714285714284,25.47142857142857,89.85714285714286,424.8,9.1,64.0,26.0,7.0,16.5,29963.999999999978,1,0,0,1,1,1,1,1,1,1,0,0
2018-09-29,33.0,22.9,27.0,82.4,0.1,9.4,1010.6,83.0,23.3,2018,9,29,272,39,5,rainy_season,12.771428571428569,25.72857142857143,88.81428571428572,418.9,7.2,0.9,24.9,10.100000000000001,17.95,29981.94999999998,0,0,0,1,0,1,1,0,1,1,0,0
2018-09-30,29.0,23.8,26.5,89.3,0.4,16.6,1011.1,82.9,24.5,2018,9,30,273,39,6,rainy_season,11.542857142857141,25.871428571428574,89.18571428571428,414.1,0.1,9.0,27.0,5.199999999999999,16.4,29998.34999999998,0,0,0,1,1,1,1,1,1,1,0,0
2018-10-01,30.0,23.5,26.2,88.1,3.2,18.4,1010.6,80.2,24.0,2018,10,1,274,40,0,rainy_season,11.142857142857139,25.885714285714283,89.32857142857144,410.1,0.4,6.0,26.5,6.5,16.75,30015.09999999998,1,0,0,1,1,1,1,1,1,1,0,0
2018-10-02,30.1,22.2,26.0,87.5,3.0,11.2,1011.8,85.1,23.6,2018,10,2,275,40,1,rainy_season,4.428571428571426,26.0,88.47142857142858,379.1,3.2,50.0,26.2,7.900000000000002,16.15,30031.24999999998,1,0,0,1,1,1,1,0,1,1,0,0
2018-10-03,32.1,23.9,26.6,86.1,7.0,25.9,1011.3,88.7,23.8,2018,10,3,276,40,2,rainy_season,4.285714285714284,26.17142857142857,87.60000000000001,386.0,3.0,8.0,26.0,8.200000000000003,18.0,30049.24999999998,1,0,0,1,1,1,1,0,1,1,0,0
2018-10-04,30.0,23.8,26.2,88.1,0.8,18.4,1011.4,84.8,23.9,2018,10,4,277,40,3,rainy_season,3.099999999999998,26.2,87.5142857142857,378.8,7.0,9.1,26.6,6.199999999999999,16.9,30066.149999999983,0,0,0,1,1,1,1,0,1,1,0,0
2018-10-05,30.1,23.0,25.7,90.4,22.0,16.6,1011.7,82.4,23.9,2018,10,5,278,40,4,rainy_season,5.214285714285713,26.314285714285713,87.41428571428573,398.6,0.8,7.2,26.2,7.100000000000001,16.55,30082.699999999983,1,1,0,1,1,1,1,1,1,1,0,0
2018-10-06,30.0,22.5,25.5,89.7,33.0,18.4,1012.5,72.3,23.6,2018,10,6,279,40,5,rainy_season,9.914285714285711,26.099999999999998,88.45714285714284,375.6,22.0,0.1,25.7,7.5,16.25,30098.949999999983,1,1,0,1,1,1,1,1,1,1,0,0
2018-10-07,32.0,23.3,26.3,89.6,6.6,11.2,1011.5,86.2,24.3,2018,10,7,280,40,6,rainy_season,10.799999999999999,26.071428571428573,88.5,354.2,33.0,0.4,25.5,8.7,17.65,30116.599999999984,1,0,0,1,1,1,1,1,1,1,0,0
2018-10-08,31.1,24.0,27.0,87.5,10.0,18.4,1010.8,81.4,24.6,2018,10,8,281,41,0,rainy_season,11.77142857142857,26.185714285714287,88.41428571428571,341.0,6.6,3.2,26.3,7.100000000000001,17.55,30134.149999999983,1,0,0,1,1,1,1,1,1,1,0,0
2018-10-09,32.0,23.0,25.9,86.0,0.9,46.4,1010.6,91.0,23.2,2018,10,9,282,41,1,rainy_season,11.47142857142857,26.17142857142857,88.2,341.3,10.0,3.0,27.0,9.0,17.5,30151.649999999983,0,0,0,1,1,1,1,1,1,0,1,0
2018-10-10,26.9,22.0,23.8,96.2,13.0,16.6,1011.2,89.3,23.1,2018,10,10,283,41,2,rainy_season,12.328571428571426,25.771428571428572,89.64285714285714,345.3,0.9,7.0,25.9,4.899999999999999,14.45,30166.099999999984,1,1,0,1,1,1,1,1,1,1,0,0
2018-10-11,30.0,22.0,25.0,91.4,0.4,18.4,1012.0,82.8,23.4,2018,10,11,284,41,3,rainy_season,12.27142857142857,25.599999999999998,90.11428571428573,343.7,13.0,0.8,23.8,8.0,16.0,30182.099999999984,0,0,0,1,1,1,1,1,1,1,0,0
2018-10-12,30.0,22.8,24.8,91.5,8.0,24.1,1011.9,83.1,23.3,2018,10,12,285,41,4,rainy_season,10.27142857142857,25.47142857142857,90.27142857142859,348.7,0.4,22.0,25.0,7.199999999999999,16.4,30198.499999999985,1,0,0,1,1,1,1,1,1,1,0,0
2018-10-13,32.0,22.6,26.3,86.7,0.2,27.7,1011.9,90.2,23.7,2018,10,13,286,41,5,rainy_season,5.585714285714284,25.585714285714285,89.84285714285714,268.9,8.0,33.0,24.8,9.399999999999999,17.3,30215.799999999985,0,0,0,1,1,1,1,1,1,0,1,0
2018-10-14,26.1,22.5,24.3,92.5,11.0,9.4,1011.5,78.2,23.0,2018,10,14,287,41,6,rainy_season,6.214285714285713,25.3,90.25714285714285,279.59999999999997,0.2,6.6,26.3,3.6000000000000014,14.3,30230.099999999984,1,1,0,1,1,1,1,1,1,1,0,0
2018-10-15,33.0,21.1,26.2,85.4,0.1,22.3,1011.7,69.5,23.2,2018,10,15,288,42,0,rainy_season,4.799999999999998,25.185714285714283,89.95714285714287,278.8,11.0,10.0,24.3,11.899999999999999,17.05,30247.149999999983,0,0,0,1,1,0,0,0,1,1,0,0
2018-10-16,29.0,23.6,25.8,91.9,46.0,14.8,1012.4,65.2,24.3,2018,10,16,289,42,1,rainy_season,11.242857142857142,25.171428571428574,90.8,324.6,0.1,0.9,26.2,5.399999999999999,16.3,30263.449999999983,1,1,0,1,1,0,0,0,1,1,0,0
2018-10-17,30.1,23.4,26.0,88.1,0.0,18.4,1011.9,73.9,23.8,2018,10,17,290,42,2,rainy_season,9.385714285714284,25.485714285714288,89.64285714285715,324.3,46.0,13.0,25.8,6.700000000000003,16.75,30280.199999999983,0,0,0,1,1,1,1,1,0,1,0,0
