datetime,tempmax,tempmin,temp_avg,humidity,rainfall,wind_speed,pressure,cloudcover,dew,conditions
2019-09-29,29.0,22.8,25.8,86.0,0.0,11.2,1012.1,71.9,23.1,Partially cloudy
2019-09-30,30.0,23.1,25.6,88.8,3.0,16.6,1011.3,76.4,23.5,"Rain, Partially cloudy"
2019-10-01,29.1,23.0,25.7,89.2,2.7,111.2,1011.4,88.9,23.7,"Rain, Partially cloudy"
2019-10-02,30.0,23.0,25.1,92.6,27.0,111.2,1012.0,94.5,23.8,"Rain, Overcast"
2019-10-03,29.0,22.7,25.0,92.6,6.0,107.6,1011.5,90.6,23.7,"Rain, Overcast"
2019-10-04,28.1,22.8,25.5,89.1,1.0,103.7,1010.9,83.2,23.5,"Rain, Partially cloudy"
2019-10-05,31.6,23.6,26.5,86.3,4.1,111.2,1010.9,87.1,23.9,"Rain, Partially cloudy"
2019-10-06,31.0,23.3,25.7,89.0,2.0,48.4,1011.1,89.4,23.6,"Rain, Partially cloudy"
2019-10-07,30.0,22.9,25.7,87.8,0.4,19.2,1010.2,89.7,23.4,"Rain, Partially cloudy"
2019-10-08,29.0,23.0,25.3,89.7,8.6,18.4,1011.1,89.2,23.4,"Rain, Partially cloudy"
2019-10-09,31.0,22.1,24.9,92.7,29.0,14.8,1010.8,87.3,23.5,"Rain, Partially cloudy"
2019-10-10,31.0,23.0,26.1,87.5,5.0,22.3,1010.3,89.4,23.7,"Rain, Partially cloudy"
2019-10-11,29.0,23.9,25.9,91.4,13.0,25.9,1010.4,79.9,24.3,"Rain, Partially cloudy"
2019-10-12,31.1,22.9,26.1,87.3,1.3,14.8,1010.8,88.8,23.6,"Rain, Partially cloudy"
2019-10-13,32.0,23.0,27.0,83.5,0.0,19.0,1010.9,69.6,23.8,Partially cloudy
2019-10-14,32.0,23.0,26.3,88.2,26.0,22.3,1010.9,87.1,23.9,"Rain, Partially cloudy"
2019-10-15,29.0,22.7,25.0,88.6,0.8,16.6,1011.7,82.3,22.9,"Rain, Partially cloudy"
2019-10-16,30.8,22.0,25.6,88.6,0.4,18.4,1011.9,77.6,23.4,"Rain, Partially cloudy"
2019-10-17,33.0,21.9,25.5,88.6,10.0,22.3,1011.4,90.5,23.3,"Rain, Overcast"
2019-10-18,30.9,23.9,25.6,90.1,7.0,14.8,1011.4,90.5,23.8,"Rain, Overcast"
2019-10-19,29.0,23.1,25.2,91.6,35.0,16.6,1011.3,90.6,23.6,"Rain, Overcast"
2019-10-20,31.0,23.0,25.3,90.7,8.0,18.4,1012.1,80.0,23.6,"Rain, Partially cloudy"
2019-10-21,32.0,22.9,25.8,88.2,9.0,13.0,1011.3,87.0,23.5,"Rain, Partially cloudy"
2019-10-22,27.0,24.0,25.3,93.7,1.0,105.5,1010.0,89.3,24.2,"Rain, Partially cloudy"
2019-10-23,29.5,23.6,26.4,86.2,1.2,18.4,1009.6,87.1,23.8,"Rain, Partially cloudy"
2019-10-24,31.1,23.0,25.8,91.5,38.0,14.8,1010.5,88.7,24.2,"Rain, Partially cloudy"
2019-10-25,32.0,22.6,26.4,86.2,0.0,16.0,1010.6,82.4,23.7,Partially cloudy
2019-10-26,32.1,23.3,26.1,89.4,4.0,25.9,1011.4,77.9,24.1,"Rain, Partially cloudy"
2019-10-27,26.0,23.4,24.5,94.3,2.0,18.9,1012.0,87.6,23.5,"Rain, Partially cloudy"
2019-10-28,27.2,23.0,24.2,95.6,31.0,11.2,1011.4,86.7,23.4,"Rain, Partially cloudy"
2019-10-29,32.0,22.2,25.5,89.0,9.0,11.2,1010.4,87.0,23.4,"Rain, Partially cloudy"
2019-10-30,32.1,23.0,26.6,86.0,0.5,16.5,1010.5,90.5,23.5,"Rain, Overcast"
2019-10-31,29.0,23.0,25.4,90.1,13.0,20.5,1011.8,88.5,23.6,"Rain, Partially cloudy"
2019-11-01,31.1,23.8,26.2,88.5,0.1,22.3,1010.4,87.2,24.1,"Rain, Partially cloudy"
2019-11-02,29.7,23.0,25.5,90.4,18.4,18.4,1010.4,85.9,23.7,"Rain, Partially cloudy"
2019-11-03,28.0,22.9,24.7,92.6,20.0,14.8,1011.8,75.1,23.4,"Rain, Partially cloudy"
2019-11-04,31.2,22.6,26.9,85.0,0.0,14.8,1011.9,65.4,24.0,Partially cloudy
2019-11-05,32.0,23.0,26.2,87.0,2.0,18.4,1011.9,80.3,23.8,"Rain, Partially cloudy"
2019-11-06,33.0,22.8,26.4,86.8,0.4,18.4,1010.2,85.1,23.8,"Rain, Partially cloudy"
2019-11-07,33.0,23.0,27.1,86.0,3.5,9.4,1009.8,86.2,24.3,"Rain, Partially cloudy"
2019-11-08,32.0,24.8,26.9,89.6,16.0,9.4,1009.6,90.5,24.9,"Rain, Overcast"
2019-11-09,33.0,23.0,26.8,88.1,2.6,14.8,1009.0,84.8,24.5,"Rain, Partially cloudy"
2019-11-10,26.9,21.0,23.8,95.0,56.0,18.4,1009.8,91.3,23.0,"Rain, Overcast"
2019-11-11,33.2,22.0,26.2,84.8,4.0,16.6,1008.6,86.2,23.1,"Rain, Partially cloudy"
2019-11-12,29.1,22.8,25.7,91.0,1.1,25.9,1009.0,80.1,24.0,"Rain, Partially cloudy"
2019-11-13,33.0,22.0,26.5,85.1,0.0,11.2,1008.6,67.7,23.6,Partially cloudy
2019-11-14,33.0,22.7,27.3,84.7,8.8,111.2,1009.1,72.8,24.3,"Rain, Partially cloudy"
2019-11-15,32.1,24.8,27.3,87.7,0.1,54.3,1009.1,80.3,25.0,"Rain, Partially cloudy"
2019-11-16,31.0,23.0,25.9,91.9,15.3,14.8,1009.1,92.6,24.4,"Rain, Overcast"
2019-11-17,33.0,22.6,27.2,86.9,0.0,7.6,1009.1,71.1,24.6,Partially cloudy
2019-11-18,33.0,24.1,27.7,86.2,0.7,16.6,1009.0,61.3,25.0,"Rain, Partially cloudy"
2019-11-19,34.0,23.9,27.8,84.9,0.1,13.0,1009.5,74.7,24.8,"Rain, Partially cloudy"
2019-11-20,32.0,23.0,26.4,91.1,1.0,14.8,1009.5,87.2,24.8,"Rain, Partially cloudy"
2019-11-21,28.4,23.0,25.5,91.2,19.0,13.0,1010.5,89.5,23.9,"Rain, Partially cloudy"
2019-11-22,31.2,22.9,26.8,86.3,0.0,13.0,1010.8,66.2,24.2,Partially cloudy
2019-11-23,33.1,23.0,27.6,85.7,0.1,18.4,1010.4,73.3,24.8,"Rain, Partially cloudy"
2019-11-24,33.9,24.2,28.2,85.0,0.0,14.8,1010.2,78.4,25.2,Partially cloudy
2019-11-25,32.0,24.8,27.6,86.4,0.1,13.0,1010.3,77.7,25.0,"Rain, Partially cloudy"
2019-11-26,31.0,23.7,27.1,86.9,0.0,9.4,1010.3,75.3,24.6,Partially cloudy
2019-11-27,33.0,23.8,27.5,85.7,0.4,14.8,1010.6,73.8,24.9,"Rain, Partially cloudy"
2019-11-28,32.0,23.3,27.7,82.8,0.0,13.0,1010.4,65.6,24.3,Partially cloudy
2019-11-29,32.5,24.0,27.2,85.8,0.3,9.4,1010.3,72.5,24.4,"Rain, Partially cloudy"
2019-11-30,33.0,23.0,27.4,85.7,0.0,14.8,1009.7,67.6,24.6,Partially cloudy
2019-12-01,33.0,24.9,27.7,86.4,0.6,11.2,1010.2,74.0,25.1,"Rain, Partially cloudy"
2019-12-02,34.0,24.3,27.9,83.8,0.0,11.2,1010.2,63.0,24.7,Partially cloudy
2019-12-03,33.0,23.9,27.1,84.4,0.0,43.6,1010.4,76.6,24.1,Partially cloudy
2019-12-04,33.6,23.0,27.1,83.7,1.4,7.6,1010.0,66.5,23.8,"Rain, Partially cloudy"
2019-12-05,32.1,23.0,27.1,83.0,0.0,49.9,1009.6,62.0,23.7,Partially cloudy
2019-12-06,33.3,23.0,27.4,81.6,0.0,14.8,1010.1,71.0,23.7,Partially cloudy
2019-12-07,32.0,23.0,27.3,83.9,0.0,11.2,1010.4,67.2,24.0,Partially cloudy
2019-12-08,33.3,23.0,27.8,81.5,0.0,11.2,1010.3,62.7,24.0,Partially cloudy
2019-12-09,34.0,22.2,28.2,77.4,0.0,9.4,1010.2,44.0,23.2,Partially cloudy
2019-12-10,35.4,22.9,28.0,81.6,1.1,13.0,1010.1,50.1,24.2,"Rain, Partially cloudy"
2019-12-11,31.7,23.5,26.5,84.1,9.0,9.4,1010.5,61.2,23.5,"Rain, Partially cloudy"
2019-12-12,32.2,22.0,26.2,85.4,6.0,11.2,1010.4,56.8,23.3,"Rain, Partially cloudy"
2019-12-13,33.3,21.5,27.2,81.0,0.0,7.6,1011.0,67.9,23.3,Partially cloudy
2019-12-14,32.0,23.0,26.6,84.2,0.0,7.6,1011.4,66.1,23.5,Partially cloudy
2019-12-15,33.0,22.0,26.4,79.0,0.0,14.8,1010.8,62.1,21.7,Partially cloudy
2019-12-16,34.0,19.0,26.3,70.2,0.0,14.8,1008.9,50.8,18.6,Partially cloudy
2019-12-17,34.2,21.0,27.1,76.2,0.0,11.2,1008.9,42.4,22.0,Partially cloudy
2019-12-18,32.0,22.1,27.0,82.0,0.0,11.2,1010.1,54.3,23.4,Partially cloudy
2019-12-19,34.1,22.8,27.5,78.1,0.0,13.0,1010.6,50.0,22.7,Partially cloudy
2019-12-20,35.0,22.7,28.3,77.8,0.0,9.4,1010.8,58.3,23.5,Partially cloudy
2019-12-21,33.2,23.1,27.5,81.8,0.2,13.0,1011.2,66.0,23.7,"Rain, Partially cloudy"
2019-12-22,34.2,21.0,26.4,74.0,0.0,13.0,1010.5,46.8,20.1,Partially cloudy
2019-12-23,34.0,19.8,25.3,71.0,0.0,22.3,1010.4,46.6,17.7,Partially cloudy
2019-12-24,35.0,18.1,26.1,68.9,0.0,11.2,1010.5,36.1,18.2,Partially cloudy
2019-12-25,34.4,20.0,26.0,72.6,0.0,13.0,1010.5,34.2,19.6,Partially cloudy
2019-12-26,34.7,18.7,25.7,68.9,0.0,14.8,1010.0,31.9,17.5,Partially cloudy
2019-12-27,34.1,20.0,26.2,66.6,0.0,14.8,1010.3,23.6,17.8,Partially cloudy
2019-12-28,35.0,18.1,25.7,65.6,0.0,20.5,1009.5,39.1,16.7,Partially cloudy
2019-12-29,36.0,17.0,25.3,66.5,0.0,20.5,1008.7,28.8,16.6,Partially cloudy
2019-12-30,35.2,18.9,26.5,72.1,0.0,14.8,1008.9,47.8,19.8,Partially cloudy
2019-12-31,34.7,20.9,26.7,78.8,0.0,14.8,1009.0,49.5,22.0,Partially cloudy
2020-01-01,35.0,21.0,26.5,69.7,0.0,16.6,1009.9,48.4,18.5,Partially cloudy
2020-01-02,34.0,19.2,25.9,55.4,0.0,65.4,1010.5,46.3,14.1,Partially cloudy
2020-01-03,33.1,16.7,24.7,41.8,0.0,24.1,1011.2,35.0,9.6,Partially cloudy
2020-01-04,33.0,16.8,24.8,45.7,0.0,18.4,1011.5,40.8,11.4,Partially cloudy
2020-01-05,33.0,19.1,25.5,55.9,0.0,18.4,1010.8,29.2,15.1,Partially cloudy
2020-01-06,35.0,21.0,27.0,64.0,0.0,16.6,1009.8,34.4,18.5,Partially cloudy
2020-01-07,35.0,22.0,27.3,63.0,0.0,25.9,1009.4,32.6,18.2,Partially cloudy
2020-01-08,34.1,22.0,27.0,67.6,0.0,20.5,1010.4,34.3,19.4,Partially cloudy
2020-01-09,35.2,20.0,26.2,72.6,0.0,18.4,1010.9,54.3,19.5,Partially cloudy
2020-01-10,34.0,23.9,28.3,76.5,0.0,14.8,1011.7,46.5,23.4,Partially cloudy
2020-01-11,32.1,24.1,27.6,82.5,10.4,10.4,1012.6,60.2,24.2,"Rain, Partially cloudy"
2020-01-12,34.7,22.9,28.8,77.4,0.1,9.4,1011.6,54.8,24.0,"Rain, Partially cloudy"
2020-01-13,35.0,24.7,29.1,78.0,0.0,14.8,1009.4,69.8,24.4,Partially cloudy
2020-01-14,35.8,23.2,28.9,78.3,0.0,11.2,1008.6,64.2,24.2,Partially cloudy
2020-01-15,35.0,25.0,29.2,79.2,0.0,13.0,1009.0,68.2,24.8,Partially cloudy
2020-01-16,34.2,22.0,27.7,71.4,0.0,18.4,1010.3,60.8,20.4,Partially cloudy
2020-01-17,34.7,21.0,26.8,63.9,0.0,22.3,1011.6,47.9,17.3,Partially cloudy
2020-01-18,34.7,22.0,27.1,65.4,0.0,16.6,1011.9,37.9,18.5,Partially cloudy
2020-01-19,34.0,18.4,26.0,64.2,0.0,27.7,1010.7,41.8,16.8,Partially cloudy
2020-01-20,35.0,20.0,27.4,60.8,0.0,13.0,1009.9,38.8,17.9,Partially cloudy
2020-01-21,35.0,22.1,28.2,63.6,0.0,28.7,1009.7,34.7,19.5,Partially cloudy
2020-01-22,36.0,23.0,28.4,73.0,0.0,74.9,1010.2,43.8,22.2,Partially cloudy
2020-01-23,36.6,24.0,28.9,69.9,0.0,74.2,1010.0,76.9,21.2,Partially cloudy
2020-01-24,37.0,23.0,28.2,59.8,0.0,74.2,1010.6,42.1,16.2,Partially cloudy
2020-01-25,35.3,16.7,25.7,56.0,0.0,25.9,1010.8,32.6,13.5,Partially cloudy
2020-01-26,35.0,15.8,24.3,61.6,0.0,14.8,1011.4,42.4,14.0,Partially cloudy
2020-01-27,35.0,18.0,25.9,66.0,0.0,14.8,1010.7,20.4,17.5,Partially cloudy
2020-01-28,35.3,21.9,27.4,73.4,0.0,13.0,1011.0,23.6,21.1,Partially cloudy
2020-01-29,37.0,21.7,27.6,67.6,0.0,14.8,1010.4,42.2,19.3,Partially cloudy
2020-01-30,36.0,21.0,27.1,65.0,0.0,17.0,1011.9,37.2,17.5,Partially cloudy
2020-01-31,36.0,21.8,27.9,66.7,0.0,16.6,1011.9,30.3,19.6,Partially cloudy
2020-02-01,37.8,22.0,28.1,60.5,0.0,9.4,1010.9,21.7,16.6,Partially cloudy
2020-02-02,36.0,19.9,26.9,56.2,0.0,25.9,1011.2,28.7,14.2,Partially cloudy
2020-02-03,34.0,21.0,26.8,78.3,0.0,20.5,1012.0,54.0,22.1,Partially cloudy
2020-02-04,35.1,22.0,28.4,72.8,0.0,11.2,1011.8,56.9,22.4,Partially cloudy
2020-02-05,35.1,23.1,28.5,76.6,0.5,14.8,1011.1,66.2,23.4,"Rain, Partially cloudy"
2020-02-06,35.7,23.8,28.8,74.6,0.0,11.2,1010.4,61.7,23.0,Partially cloudy
2020-02-07,32.0,23.0,27.0,75.7,0.0,16.6,1010.3,57.6,21.6,Partially cloudy
2020-02-08,36.0,20.0,27.7,58.7,0.0,22.8,1010.2,41.4,15.9,Partially cloudy
2020-02-09,35.0,22.0,27.9,77.7,0.0,20.5,1011.3,64.2,23.3,Partially cloudy
2020-02-10,36.1,24.0,28.7,67.9,0.0,22.3,1011.5,53.7,20.7,Partially cloudy
2020-02-11,37.1,22.0,28.3,52.4,0.0,24.1,1010.8,38.7,15.0,Partially cloudy
2020-02-12,36.1,21.3,28.1,51.2,0.0,24.1,1010.7,30.5,14.2,Partially cloudy
2020-02-13,37.0,21.0,28.8,57.9,0.0,14.8,1010.3,31.1,16.8,Partially cloudy
2020-02-14,37.2,21.3,28.9,58.0,0.0,13.0,1009.0,27.1,17.8,Partially cloudy
2020-02-15,36.0,23.0,29.1,71.7,0.0,14.8,1008.6,32.4,22.7,Partially cloudy
2020-02-16,36.0,24.0,29.8,71.9,0.0,16.6,1009.3,56.7,23.4,Partially cloudy
2020-02-17,36.1,25.2,30.0,76.1,0.0,18.4,1010.1,73.7,24.8,Partially cloudy
2020-02-18,35.0,25.2,29.2,78.4,0.3,20.5,1010.7,73.8,24.8,"Rain, Partially cloudy"
2020-02-19,36.7,24.0,29.4,71.9,0.0,18.4,1009.4,64.6,23.0,Partially cloudy
2020-02-20,37.2,25.0,30.5,71.1,0.0,13.0,1007.8,47.2,23.4,Partially cloudy
2020-02-21,37.2,24.3,30.5,69.9,0.0,16.6,1007.9,42.2,23.0,Partially cloudy
2020-02-22,37.0,26.0,30.6,71.9,0.0,16.6,1008.6,63.2,24.3,Partially cloudy
2020-02-23,38.0,25.0,30.9,71.5,0.0,20.5,1009.4,65.7,24.3,Partially cloudy
2020-02-24,38.0,25.3,31.1,68.3,0.0,33.1,1009.3,67.2,23.0,Partially cloudy
2020-02-25,37.0,21.0,29.8,71.3,0.1,14.8,1009.1,54.9,22.9,"Rain, Partially cloudy"
2020-02-26,37.9,24.1,30.8,67.6,0.1,21.6,1008.8,52.6,23.1,"Rain, Partially cloudy"
2020-02-27,36.3,26.0,29.3,76.2,0.8,18.4,1009.0,69.6,24.2,"Rain, Partially cloudy"
2020-02-28,36.0,26.0,29.6,76.5,0.0,14.8,1009.6,84.5,24.7,Partially cloudy
2020-02-29,37.0,24.0,29.0,78.4,0.5,18.4,1008.9,64.2,24.4,"Rain, Partially cloudy"
2020-03-01,34.0,24.7,28.8,79.7,0.0,22.3,1010.0,74.7,24.7,Partially cloudy
2020-03-02,34.2,25.0,28.9,78.1,0.1,111.2,1011.3,70.5,24.3,"Rain, Partially cloudy"
2020-03-03,36.0,24.0,29.4,74.9,0.0,20.5,1011.6,69.0,23.9,Partially cloudy
2020-03-04,36.0,23.4,28.8,76.0,20.0,11.2,1011.5,69.2,23.5,"Rain, Partially cloudy"
2020-03-05,36.8,25.2,29.7,77.8,0.9,20.5,1009.9,63.2,25.0,"Rain, Partially cloudy"
2020-03-06,35.0,25.0,28.7,78.4,3.0,17.0,1008.9,75.7,24.2,"Rain, Partially cloudy"
2020-03-07,35.0,23.9,27.6,80.1,2.0,19.0,1009.4,81.7,23.5,"Rain, Partially cloudy"
2020-03-08,36.6,23.8,29.0,75.1,0.0,11.2,1010.0,71.5,23.4,Partially cloudy
2020-03-09,34.8,24.8,28.5,81.8,21.0,18.4,1009.2,61.4,24.9,"Rain, Partially cloudy"
2020-03-10,36.0,24.0,29.4,77.4,0.0,14.8,1008.2,61.7,24.6,Partially cloudy
2020-03-11,32.0,26.6,28.8,83.0,6.3,18.4,1008.7,78.1,25.6,"Rain, Partially cloudy"
2020-03-12,34.0,25.0,29.0,80.3,0.1,20.5,1008.6,81.0,25.0,"Rain, Partially cloudy"
2020-03-13,35.1,23.0,28.7,75.0,3.0,28.6,1009.2,54.5,23.2,"Rain, Partially cloudy"
2020-03-14,34.7,25.5,29.4,78.2,0.5,18.4,1009.6,58.3,24.7,"Rain, Partially cloudy"
2020-03-15,36.8,25.0,30.2,76.2,0.0,14.8,1008.5,58.5,24.9,Partially cloudy
2020-03-16,36.0,26.0,30.5,76.2,0.0,19.3,1008.2,56.1,25.3,Partially cloudy
2020-03-17,36.4,26.8,30.5,77.5,99.0,11.2,1008.5,69.1,25.7,"Rain, Partially cloudy"
2020-03-18,35.0,26.0,30.2,77.8,0.0,16.6,1009.2,69.1,25.6,Partially cloudy
2020-03-19,36.3,26.4,29.8,79.4,0.4,22.3,1009.2,71.3,25.5,"Rain, Partially cloudy"
2020-03-20,33.4,25.7,29.0,75.6,0.2,20.9,1010.1,64.5,23.9,"Rain, Partially cloudy"
2020-03-21,36.0,24.9,28.3,78.6,14.0,25.9,1009.3,65.7,23.8,"Rain, Partially cloudy"
2020-03-22,34.0,24.0,28.3,78.6,0.0,11.2,1009.3,82.4,23.9,Partially cloudy
2020-03-23,33.1,24.6,27.7,85.3,0.0,16.9,1009.7,75.1,24.8,Partially cloudy
2020-03-24,31.0,22.9,25.9,87.7,6.0,14.0,1010.4,87.1,23.6,"Rain, Partially cloudy"
2020-03-25,31.0,24.0,26.5,88.5,1.0,13.0,1010.9,91.3,24.3,"Rain, Overcast"
2020-03-26,33.9,23.6,27.3,85.0,5.0,7.6,1009.8,90.2,24.2,"Rain, Overcast"
2020-03-27,35.0,24.5,29.1,78.9,0.1,16.6,1009.2,86.0,24.6,"Rain, Partially cloudy"
2020-03-28,33.2,25.5,29.4,79.3,2.3,22.3,1009.8,80.2,25.3,"Rain, Partially cloudy"
2020-03-29,34.0,24.9,28.7,82.3,0.2,18.4,1009.2,84.4,25.2,"Rain, Partially cloudy"
2020-03-30,32.2,25.0,28.4,84.3,8.0,21.6,1008.4,74.5,25.4,"Rain, Partially cloudy"
2020-03-31,32.1,22.1,26.4,89.7,36.0,20.5,1008.8,85.7,24.5,"Rain, Partially cloudy"
2020-04-01,28.0,22.9,24.6,95.4,18.0,16.6,1009.9,91.1,23.8,"Rain, Overcast"
2020-04-02,33.0,22.0,27.7,83.6,0.0,13.0,1009.1,66.9,24.3,Partially cloudy
2020-04-03,33.0,24.4,27.8,85.7,0.1,22.3,1009.3,84.1,25.0,"Rain, Partially cloudy"
2020-04-04,27.0,24.0,25.3,92.1,13.0,16.6,1010.8,73.8,23.9,"Rain, Partially cloudy"
2020-04-05,34.4,23.0,27.7,82.4,0.0,14.8,1010.2,70.2,24.1,Partially cloudy
2020-04-06,29.0,23.8,26.2,90.1,5.0,18.4,1011.0,71.9,24.4,"Rain, Partially cloudy"
2020-04-07,33.5,23.5,28.4,81.6,0.0,37.1,1010.1,64.2,24.6,Partially cloudy
2020-04-08,32.0,22.4,26.3,87.2,1.4,13.0,1009.8,68.2,23.8,"Rain, Partially cloudy"
2020-04-09,31.6,24.5,27.4,86.2,0.3,16.6,1009.9,78.2,24.7,"Rain, Partially cloudy"
2020-04-10,33.0,24.6,28.0,86.5,10.0,9.4,1009.9,83.1,25.3,"Rain, Partially cloudy"
2020-04-11,30.4,23.4,26.2,88.0,2.6,10.1,1010.8,95.2,23.9,"Rain, Overcast"
2020-04-12,34.1,23.8,28.7,78.4,0.0,13.0,1010.6,83.4,24.1,Partially cloudy
2020-04-13,32.9,25.9,28.9,82.7,5.3,14.8,1010.4,74.8,25.5,"Rain, Partially cloudy"
2020-04-14,33.7,25.4,28.8,81.9,1.6,11.2,1009.6,72.2,25.2,"Rain, Partially cloudy"
2020-04-15,34.0,25.4,28.5,85.8,0.8,14.8,1009.5,89.5,25.7,"Rain, Partially cloudy"
2020-04-16,33.4,25.0,27.6,86.8,2.0,13.0,1009.3,89.7,25.0,"Rain, Partially cloudy"
2020-04-17,32.0,24.0,27.5,85.7,4.9,11.2,1009.2,82.9,24.9,"Rain, Partially cloudy"
2020-04-18,33.2,25.1,28.1,85.4,0.8,22.3,1010.2,86.3,25.3,"Rain, Partially cloudy"
2020-04-19,29.0,22.0,25.6,89.2,0.0,13.0,1012.0,85.8,23.6,Partially cloudy
2020-04-20,32.0,23.7,27.6,81.8,0.0,18.4,1012.1,79.4,23.8,Partially cloudy
2020-04-21,34.0,24.0,28.6,79.1,0.3,13.0,1010.3,71.0,24.3,"Rain, Partially cloudy"
2020-04-22,33.0,25.1,28.3,83.7,0.0,18.4,1009.7,68.6,25.1,Partially cloudy
2020-04-23,33.0,24.0,27.7,86.7,0.4,18.4,1009.5,59.5,25.1,"Rain, Partially cloudy"
2020-04-24,33.0,25.0,27.3,87.4,9.1,14.8,1009.3,80.6,24.9,"Rain, Partially cloudy"
2020-04-25,32.0,23.0,26.9,88.6,19.9,22.3,1009.5,78.4,24.7,"Rain, Partially cloudy"
2020-04-26,33.0,23.0,27.2,85.8,9.4,14.8,1010.7,81.9,24.4,"Rain, Partially cloudy"
2020-04-27,33.0,23.6,27.2,88.0,0.0,25.9,1011.8,87.9,24.8,Partially cloudy
2020-04-28,34.0,22.0,27.6,81.9,43.0,16.6,1011.9,75.0,23.9,"Rain, Partially cloudy"
2020-04-29,34.0,24.1,28.9,81.3,0.0,17.0,1011.7,62.7,25.0,Partially cloudy
2020-04-30,30.0,24.0,26.9,84.4,0.0,13.0,1012.6,61.0,23.8,Partially cloudy
2020-05-01,33.4,23.9,28.5,81.8,0.4,13.0,1012.8,59.8,24.8,"Rain, Partially cloudy"
2020-05-02,33.0,25.5,28.8,81.9,0.3,14.8,1011.7,75.6,25.2,"Rain, Partially cloudy"
2020-05-03,32.0,25.0,27.9,85.6,2.0,13.2,1010.5,68.8,25.1,"Rain, Partially cloudy"
2020-05-04,35.0,24.7,28.5,83.1,1.8,25.9,1010.6,73.2,25.0,"Rain, Partially cloudy"
2020-05-05,34.0,23.0,27.8,81.8,0.0,14.8,1010.6,63.6,24.1,Partially cloudy
2020-05-06,33.7,24.4,27.1,88.3,15.0,20.8,1010.0,61.2,24.8,"Rain, Partially cloudy"
2020-05-07,32.0,23.0,27.4,84.4,19.0,13.0,1009.8,86.7,24.3,"Rain, Partially cloudy"
2020-05-08,31.0,24.4,27.3,88.8,12.6,7.6,1010.5,76.2,25.2,"Rain, Partially cloudy"
2020-05-09,32.3,23.7,27.0,89.4,12.1,9.0,1011.0,66.8,24.9,"Rain, Partially cloudy"
2020-05-10,31.0,24.0,26.9,86.1,4.1,13.0,1011.5,83.8,24.3,"Rain, Partially cloudy"
2020-05-11,33.0,23.6,28.3,82.6,0.0,13.0,1011.9,68.1,24.8,Partially cloudy
2020-05-12,33.0,24.0,28.3,80.5,0.3,14.8,1012.5,70.1,24.3,"Rain, Partially cloudy"
2020-05-13,32.0,23.5,27.5,86.0,0.0,18.4,1012.2,84.1,24.8,Partially cloudy
2020-05-14,33.3,23.0,27.9,83.7,0.6,18.4,1011.3,73.0,24.6,"Rain, Partially cloudy"
2020-05-15,34.0,23.6,26.8,88.5,21.0,16.6,1011.2,78.2,24.6,"Rain, Partially cloudy"
2020-05-16,32.1,24.0,27.4,86.6,0.2,11.2,1011.0,64.4,24.8,"Rain, Partially cloudy"
2020-05-17,34.0,24.2,27.7,84.3,1.0,18.4,1011.5,64.6,24.6,"Rain, Partially cloudy"
2020-05-18,32.1,25.0,27.0,90.3,0.0,14.8,1012.0,85.3,25.1,Partially cloudy
2020-05-19,31.5,24.4,27.1,89.4,1.7,15.3,1013.0,93.4,25.1,"Rain, Overcast"
2020-05-20,30.4,23.9,26.5,91.8,3.0,9.7,1013.4,94.9,25.0,"Rain, Overcast"
2020-05-21,32.7,24.6,27.4,86.5,1.0,14.8,1013.7,79.9,24.8,"Rain, Partially cloudy"
2020-05-22,31.0,23.9,25.8,92.5,4.2,9.4,1013.3,89.4,24.4,"Rain, Partially cloudy"
2020-05-23,31.0,23.1,25.7,91.5,45.0,18.4,1012.9,76.7,24.1,"Rain, Partially cloudy"
2020-05-24,32.1,23.6,27.1,86.5,2.4,20.5,1012.5,80.0,24.4,"Rain, Partially cloudy"
2020-05-25,31.1,22.7,26.6,85.7,12.0,11.2,1012.4,90.8,23.9,"Rain, Overcast"
2020-05-26,33.0,24.1,27.7,86.7,0.4,7.6,1012.2,81.6,25.0,"Rain, Partially cloudy"
2020-05-27,33.0,24.3,28.3,83.2,0.4,16.6,1011.7,78.6,25.0,"Rain, Partially cloudy"
2020-05-28,31.8,24.9,27.5,88.2,3.0,13.0,1011.1,76.7,25.3,"Rain, Partially cloudy"
2020-05-29,29.1,23.6,26.8,86.2,5.0,14.8,1011.2,75.5,24.2,"Rain, Partially cloudy"
2020-05-30,31.1,23.3,26.6,88.2,3.8,14.8,1011.0,78.0,24.4,"Rain, Partially cloudy"
2020-05-31,34.0,23.8,27.3,86.7,7.0,13.0,1012.2,87.1,24.6,"Rain, Partially cloudy"
2020-06-01,29.0,23.3,25.8,92.5,6.2,11.2,1013.1,91.4,24.4,"Rain, Overcast"
2020-06-02,31.1,22.4,26.6,86.9,8.1,16.6,1013.3,90.4,24.0,"Rain, Overcast"
2020-06-03,32.4,23.6,27.4,86.5,1.6,14.8,1012.6,88.6,24.7,"Rain, Partially cloudy"
2020-06-04,31.0,22.2,26.4,85.0,19.0,9.4,1012.3,80.7,23.5,"Rain, Partially cloudy"
2020-06-05,33.0,23.3,26.3,88.9,12.0,7.6,1013.1,65.1,24.1,"Rain, Partially cloudy"
2020-06-06,34.0,22.9,26.5,87.3,96.0,18.4,1013.3,83.6,23.8,"Rain, Partially cloudy"
